S#,SNAME,SEX,BDATE,HEIGHT,DORM
2197740963,梁红,男,2003-06-26,1.76,东13舍802
2229468617,辛玉梅,男,2006-01-16,1.72,西22舍526
2219328964,何雪梅,女,2002-02-05,1.47,西2舍807
2217274773,李云,女,2004-01-25,1.56,东16舍329
2200884082,温小红,男,2006-10-30,1.85,东3舍627
2221749254,张霞,男,1999-06-12,1.86,西6舍517
2220047460,李慧,女,2003-06-24,1.51,西15舍907
2192957517,杜阳,女,2004-09-03,1.68,西17舍622
2222602827,刘敏,男,2007-01-18,1.67,西11舍412
2190428786,张春梅,女,2001-10-04,1.43,西3舍909
2214518163,王海燕,男,2003-03-19,1.77,西5舍409
2201363678,王涛,男,2000-06-11,1.84,西10舍803
2228995823,李桂英,女,2005-10-17,1.46,西21舍707
2200178165,王建华,男,2000-05-25,1.58,东14舍413
2194537349,饶莉,男,2005-01-21,1.81,东9舍404
2215047763,王桂英,男,2004-12-28,1.98,东11舍109
2194572008,翟芳,女,2000-04-06,1.52,东11舍904
2209259025,刘娜,女,2000-01-10,1.56,西2舍728
2223425077,邢桂花,男,2001-09-17,1.6,西2舍330
2193445792,李玉华,女,2006-01-14,1.68,东19舍322
2211685256,杨雪,女,2006-07-16,1.68,西5舍627
2214334134,龚冬梅,女,2003-02-07,1.63,西10舍516
2222188987,李建,男,2002-02-05,1.6,西11舍325
2211692296,刘秀荣,女,2002-04-16,1.56,西16舍314
2209330478,姜涛,女,2003-12-17,1.69,东20舍304
2225334475,黄艳,女,2003-02-12,1.7,东9舍720
2211980333,陈萍,女,2001-11-23,1.65,西15舍921
2210783210,蒙秀华,男,2004-06-05,2.03,东19舍924
2220062874,黄玉华,女,2004-04-25,1.47,东19舍808
2192946735,王凯,女,1999-07-06,1.45,西11舍510
2211816645,杨桂花,女,2002-10-28,1.68,东10舍601
2218469976,金龙,男,2000-06-29,1.8,西3舍515
2206309135,郝婷婷,男,2003-05-28,1.73,西19舍528
2221704137,姚博,女,2000-10-11,1.67,东7舍701
2224795966,王红霞,女,2007-01-10,1.8,西13舍305
2200906071,曹瑜,女,2001-11-24,1.61,东21舍611
2226939134,宋冬梅,女,2003-01-08,1.67,西19舍718
2212733160,郑晶,女,2001-08-29,1.56,东9舍406
2217231817,宋桂芳,女,2002-09-02,1.73,东6舍313
2217048192,黄红霞,女,2003-08-14,1.59,东13舍923
2213857322,王小红,男,2004-02-03,1.7,东10舍425
2221069832,简凤英,男,2003-03-12,1.55,东4舍102
2206734947,闭博,女,2006-07-17,1.46,西17舍225
2213834698,韩荣,男,2004-10-22,1.8,东14舍309
2218031966,郝璐,女,2003-06-28,1.51,东13舍805
2220721186,吴慧,男,2004-12-17,1.52,东15舍408
2225910307,岳畅,女,2002-07-06,1.47,西17舍618
2196690490,孙宇,女,2005-01-01,1.61,西5舍920
2222063826,干勇,女,2003-06-28,1.62,西2舍914
2210152337,熊红霞,男,2003-02-04,1.85,东5舍426
2203453251,范玲,女,2001-07-19,1.66,西21舍616
2215614966,吕婷婷,女,2006-04-08,1.7,西19舍411
2196340491,黄凤兰,女,2002-07-21,1.71,西6舍622
2229357434,冯淑珍,男,2002-02-17,1.65,东17舍111
2221240037,张鑫,男,2006-07-29,1.47,西4舍202
2209740412,彭婷婷,女,2002-04-06,1.68,西14舍703
2208862724,赵玉梅,女,2004-08-11,1.74,西5舍210
2218683426,李桂英,男,2003-11-27,1.61,东9舍520
2222874627,吴华,女,2002-08-28,1.58,西19舍130
2222208826,徐峰,男,2000-06-11,1.51,西19舍902
2218618391,陆畅,女,2004-06-10,1.58,西5舍309
2228340983,皮杰,男,2002-08-26,1.73,西2舍807
2206578523,余静,男,2005-07-16,1.71,东21舍711
2229444141,刘红梅,女,2002-02-20,1.51,东5舍727
2224161947,黄文,男,2006-02-25,1.74,东8舍511
2224530427,李丽华,男,2005-08-26,1.67,东17舍706
2229838235,李淑英,女,2005-06-21,1.53,西21舍511
2222318790,骆晨,女,2006-02-05,1.49,西1舍417
2219823161,艾颖,男,2001-07-19,1.78,东13舍914
2196999982,吕秀梅,女,2002-08-20,1.66,西14舍506
2215798513,张桂香,女,2001-02-17,1.76,东2舍404
2213066818,黄秀云,女,2004-10-18,1.54,东6舍923
2205166989,张玉英,男,2003-06-08,1.8,西20舍922
2223291255,张淑英,男,2004-11-01,1.63,西11舍723
2209691744,李颖,男,1999-06-28,1.79,东7舍218
2215668163,宋洋,男,2003-05-08,1.71,西17舍402
2213620420,岑玉华,女,2001-05-05,1.49,东14舍327
2206067967,雷秀华,男,2006-07-06,1.63,西12舍420
2201843155,连桂荣,女,2000-11-24,1.54,西1舍107
2199448311,普成,女,2006-08-30,1.53,西6舍701
2207283275,张秀云,男,1999-12-06,1.63,西3舍113
2210411073,陈欣,男,2002-07-02,1.66,西7舍921
2213312634,辜洁,男,2000-06-26,1.72,西4舍322
2190297426,王帅,女,2001-11-14,1.4,西4舍106
2196265946,贺秀芳,女,2006-09-23,1.48,东13舍113
2216707647,李秀芳,男,2005-10-30,1.6,东10舍122
2206181935,杨想,男,2007-01-03,1.79,东7舍317
2214402265,张荣,男,2006-03-30,1.72,西11舍905
2228000236,宋秀华,女,2001-08-06,1.47,东18舍906
2202882047,朱丽华,女,2001-06-20,1.59,东5舍501
2219377386,唐淑兰,男,2003-03-27,1.66,西17舍315
2207585038,洪慧,男,2002-04-24,1.76,东14舍429
2201891441,黄冬梅,男,2004-01-03,1.82,西9舍125
2213397278,韩文,男,1999-08-26,1.81,西15舍701
2202237871,李桂香,男,2002-09-13,1.74,西1舍619
2213062026,戴杨,男,2002-03-17,1.8,东4舍226
2224249944,李鑫,女,2006-12-08,1.55,东19舍702
2210083756,王玉兰,女,2005-11-01,1.39,东4舍601
2229888438,苗荣,男,2003-07-29,1.68,东12舍614
2201014328,田建平,女,2000-02-08,1.58,东15舍613
2210312595,朱秀兰,男,2002-12-03,1.5,东11舍718
2191147354,李桂芳,女,2004-11-15,1.44,东8舍206
2201132996,奚桂珍,男,2003-07-30,1.59,东19舍717
2212837142,侯洋,男,2001-09-12,1.6,东8舍722
2204108358,王英,女,2007-04-27,1.53,东7舍522
2221885037,王晶,女,2006-10-11,1.68,东4舍322
2201319480,罗岩,女,2002-02-28,1.64,西13舍326
2215309055,何桂花,女,2000-06-19,1.68,西13舍327
2195624391,张杨,女,2004-03-01,1.46,东20舍102
2217301352,郭云,男,1999-09-06,1.62,西5舍706
2207686613,兰凤英,女,2004-06-13,1.44,东17舍706
2219955206,杨云,女,2001-12-05,1.58,东17舍722
2211116209,雷淑英,男,2001-06-28,1.63,西9舍330
2211686108,傅玉英,女,2000-10-01,1.63,西19舍809
2223332097,李斌,男,2004-02-17,1.88,西13舍206
2211139840,张玉兰,男,2002-09-01,1.7,东8舍127
2223173392,王秀珍,女,2006-11-17,1.82,西1舍226
2198402244,张丹,女,1999-10-28,1.74,东6舍627
2194262679,楼涛,男,2000-07-05,1.77,东7舍504
2192502023,孔丹丹,男,2000-08-03,1.44,西21舍729
2191826655,范桂香,男,2006-09-18,1.56,西2舍617
2196183805,赵宁,男,2003-03-24,1.6,东15舍727
2216613332,吴莹,男,2001-01-01,1.67,西7舍814
2201402241,郭小红,女,2002-11-14,1.58,西10舍720
2199442954,王兰英,男,2000-10-17,1.69,东6舍622
2209160188,李秀珍,男,2002-10-26,1.85,西1舍611
2220618263,周飞,男,2001-08-06,1.7,东7舍912
2217653341,余岩,男,2001-04-02,1.66,东19舍403
2223099816,韦楠,女,2004-01-13,1.47,西1舍306
2197229103,陈秀英,女,2002-01-03,1.74,西15舍303
2205244426,范海燕,女,2006-02-08,1.45,西15舍323
2211729466,申桂兰,女,2004-02-27,1.58,西22舍306
2198781573,佟丹,女,2000-12-16,1.61,西8舍903
2190905315,杨秀珍,男,2001-10-05,1.67,西19舍827
2221064157,韦红,男,2005-10-02,1.68,东5舍922
2199817451,黄凤兰,男,2001-11-02,1.66,西4舍323
2198907768,张雪,女,2003-02-13,1.62,西9舍929
2212707902,张秀珍,女,1999-10-04,1.47,东7舍919
2201382592,李波,女,2001-08-12,1.52,西1舍123
2196816106,庞红梅,男,2003-05-19,1.44,西8舍727
2229055880,王晶,男,2001-09-06,1.92,东14舍326
2199339809,徐柳,男,2000-07-31,1.48,西20舍603
2200429605,姚勇,男,2001-12-14,1.7,东2舍714
2215713505,王娟,女,2003-03-14,1.49,东7舍423
2194362821,白东,男,2004-05-28,1.66,东1舍606
2216273037,林凤英,男,2001-09-27,1.65,东9舍420
2196004740,李林,女,2006-12-28,1.63,西12舍122
2207972119,何亮,男,1999-08-28,1.79,西20舍913
2226416896,马欢,女,2005-10-27,1.71,西2舍821
2195037853,何海燕,女,2003-05-16,1.64,西10舍105
2201771584,蒋丽娟,男,2006-11-29,1.7,西12舍426
2212530570,陈玉英,男,2002-04-29,1.57,东7舍114
2200895567,蓝桂荣,女,2001-07-15,1.47,东14舍115
2228785081,方洋,男,2002-12-29,1.52,东13舍521
2194579553,朱刚,女,2003-09-25,1.39,西10舍903
2219832945,张鹏,女,2006-10-22,1.66,西13舍930
2197413646,张燕,女,2000-06-20,1.43,西12舍211
2218097874,李霞,女,2005-10-11,1.6,东4舍424
2214419049,林桂花,女,2000-10-11,1.62,东2舍219
2224831701,张林,女,2001-09-10,1.6,西22舍120
2227049971,赵丽娟,男,2003-05-30,1.69,西7舍724
2229677763,陈峰,男,2007-01-06,1.61,西10舍229
2209952415,刘鹏,男,2003-07-13,1.46,西9舍323
2200733619,宋玉珍,男,2006-11-20,1.81,西8舍426
2224192329,岳红霞,女,2001-08-21,1.69,西17舍818
2207370127,刘英,男,2007-05-06,1.78,东17舍630
2218507728,王岩,女,2004-11-01,1.61,东3舍715
2223971032,王丽娟,男,2000-11-01,1.72,东8舍313
2215532297,郝楠,男,2004-01-07,1.58,西2舍910
2198650689,沈帆,男,2003-12-20,1.61,东19舍118
2224625639,谢桂芳,男,2004-05-03,1.5,东21舍323
2201749670,董博,男,2003-02-25,1.64,东6舍720
2225201387,戴洁,男,2005-08-02,1.76,西4舍526
2197347567,李涛,女,1999-09-25,1.49,东6舍114
2217887966,徐婷婷,女,2004-04-26,1.43,东10舍611
2206921308,崔瑞,男,2001-10-06,1.58,东4舍630
2195822050,董华,男,2006-04-14,1.56,东8舍327
2206750393,刘红,女,2005-03-21,1.41,东12舍409
2218428537,姜杰,女,2003-01-07,1.7,东11舍510
2215094845,罗杨,女,2000-11-19,1.52,西17舍515
2212558986,杨凤兰,女,2003-05-04,1.65,西6舍620
2199105215,张玉兰,男,2001-11-11,1.72,东13舍505
2191733584,孙俊,男,2005-07-27,1.72,西11舍114
2191028970,谭萍,男,2002-04-18,1.61,东6舍817
2219342014,黎浩,女,2006-10-22,1.61,东13舍530
2194847731,王红霞,女,2000-08-11,1.72,东22舍601
2195625986,陈冬梅,女,1999-09-29,1.69,西8舍421
2220380116,倪英,女,2002-07-02,1.34,东14舍909
2212690424,韩婷婷,男,2007-01-06,1.69,东4舍527
2213479366,胡玲,女,2004-10-18,1.57,东22舍616
2203594228,田燕,女,2007-05-01,1.64,西12舍605
2228168005,魏阳,男,2006-12-03,1.61,西11舍801
2204805962,樊婷婷,女,2001-02-07,1.53,东18舍922
2215688130,黄飞,男,2001-11-03,1.84,西14舍901
2229641875,吴瑞,女,2006-10-23,1.58,西14舍514
2201649840,黄波,女,2000-04-10,1.56,西21舍402
2190214200,刘梅,男,2002-04-01,1.75,西18舍501
2229693027,王桂香,女,2000-07-23,1.52,东19舍328
2216482887,刘涛,男,2002-12-01,1.87,东18舍619
2191659727,董华,女,2000-04-25,1.64,西14舍419
2223903752,史颖,女,2000-08-30,1.71,东15舍722
2205755377,陈帅,男,2003-06-13,1.69,西4舍616
2217198180,马莹,女,2003-02-02,1.59,西11舍411
2217639167,吴涛,女,2001-04-05,1.55,西3舍908
2217927235,田梅,男,2001-07-13,1.74,东11舍715
2205630016,陈龙,男,2003-08-19,1.69,西21舍517
2209338437,王燕,男,2001-11-17,1.67,西19舍906
2190764726,曹建军,女,2005-11-28,1.57,东14舍815
2199213680,苗杨,男,2000-04-25,1.82,西11舍601
2223697614,杨丽华,男,2007-05-18,1.69,东10舍505
2212439823,宋超,男,2006-01-06,1.69,东5舍114
2193976230,李玉梅,男,2004-08-28,1.64,西13舍320
2208691014,黄萍,女,2003-02-05,1.66,西16舍709
2215259865,黄欣,男,2006-12-27,1.93,东7舍108
2224427904,杨斌,男,2002-12-04,1.63,西4舍620
2195372120,唐静,男,2007-03-11,1.81,西1舍527
2190489355,余琴,男,2003-04-01,1.57,西21舍621
2192779510,杨淑英,男,2002-08-11,1.83,东1舍628
2192963546,陈琳,男,2006-04-01,1.65,西14舍414
2207368501,彭琴,女,2004-03-31,1.69,东14舍916
2201285211,陈静,男,2002-04-06,1.74,西21舍318
2198891380,王琳,女,2003-07-25,1.5,东5舍319
2228810467,陈晶,女,2005-08-16,1.42,东21舍628
2213416500,萧淑兰,女,2003-06-14,1.58,西2舍226
2212977736,郭建国,男,2002-01-25,1.68,西10舍708
2198985736,董芳,女,1999-11-11,1.56,西1舍305
2202977862,李丹,男,2000-06-24,1.76,西20舍918
2197121440,汪琴,女,2004-04-26,1.41,西7舍411
2209825043,李建平,男,2004-03-04,1.8,东16舍616
2212117711,黄秀梅,男,2000-11-28,1.53,西14舍217
2202577698,詹霞,男,2000-09-06,1.62,西22舍604
2191698385,许小红,男,2006-03-29,1.57,东12舍218
2215147044,刘红霞,男,2001-08-05,1.47,西19舍416
2225524098,赵瑞,女,2001-05-27,1.65,东5舍110
2219123757,杨莉,男,2001-09-18,1.82,西14舍505
2227157868,林云,男,2001-11-14,1.87,东20舍427
2220722434,黄玉梅,男,2001-04-09,1.73,西7舍928
2195319485,沈建平,女,2001-10-09,1.77,西17舍104
2208300919,陈俊,女,2006-12-23,1.74,西16舍218
2201496918,任建国,男,2005-11-01,1.69,东8舍919
2211334595,欧涛,女,2001-05-22,1.53,东3舍417
2192119966,郭淑华,男,1999-09-24,1.65,东13舍403
2201550286,郭琳,男,2002-10-04,1.56,西3舍627
2226100916,刘勇,男,2005-08-21,1.71,东3舍905
2193389533,胡坤,男,1999-07-04,1.65,西3舍809
2192443747,顾阳,女,2005-06-14,1.5,西2舍525
2196924869,柯岩,女,2004-06-04,1.56,东1舍625
2212107087,李玉英,男,2002-07-05,1.59,西6舍427
2194029314,李晶,女,2000-02-15,1.58,东4舍223
2224805813,黄俊,男,2000-02-12,1.6,东11舍529
2197124310,胡秀珍,男,2005-05-15,1.62,西6舍408
2210444901,张欣,女,1999-08-04,1.56,东17舍729
2216361244,张飞,男,2006-04-16,1.62,东5舍316
2191998793,郑楠,男,2000-01-07,1.77,东21舍116
2226794589,魏娜,女,2004-07-06,1.64,西3舍821
2196443853,林娟,女,2000-01-03,1.57,东16舍318
2222961001,张海燕,女,2006-04-04,1.74,东20舍609
2226916497,文雷,女,2006-09-29,1.55,东8舍324
2209681289,陈平,女,2000-05-26,1.63,西17舍108
2209080997,欧成,男,2002-01-17,1.73,西7舍903
2204239941,吴瑞,女,1999-11-10,1.52,西10舍913
2198035517,崔楠,男,2002-06-13,1.8,东16舍901
2216353036,白萍,男,2000-02-05,1.8,东5舍726
2193736436,赵晨,女,2005-12-05,1.53,东22舍222
2225354574,陈桂芳,男,2004-01-17,1.54,东18舍808
2191863567,李海燕,女,2004-10-25,1.75,西5舍928
2207419494,林晶,男,2000-03-14,1.68,西7舍629
2229576072,靳艳,女,2000-09-27,1.66,西2舍608
2222667341,何倩,女,2004-08-02,1.61,西9舍108
2199944600,孙涛,男,2004-07-27,1.59,东10舍309
2206718895,赵荣,女,2005-07-01,1.64,西6舍229
2220276307,黄芳,男,1999-07-29,1.72,西14舍620
2191628333,殷建军,男,2006-07-12,1.63,西17舍901
2219860286,蒋玉英,男,2003-03-27,1.58,西1舍702
2214693719,陈雪梅,女,2003-10-30,1.86,西14舍916
2223897524,李婷,男,2005-05-15,1.49,东3舍210
2209347256,盛宇,男,2000-08-15,1.67,西18舍816
2191917409,陈梅,男,2004-09-09,1.63,西22舍426
2212642406,陈帆,男,2004-10-28,1.6,东4舍303
2224491302,邱小红,女,2003-09-09,1.71,西7舍923
2209108554,周丽华,男,2005-06-02,1.54,东17舍122
2227030544,王丽丽,男,2005-01-02,1.74,东7舍705
2204869928,陈坤,女,2006-04-01,1.7,西9舍211
2190100240,张小红,女,2006-02-03,1.58,东22舍904
2226592237,孙海燕,女,2003-11-30,1.47,东3舍528
2205372525,马瑜,男,2000-07-02,1.73,西13舍926
2209375608,黄峰,男,2005-05-15,1.61,西16舍303
2218056332,刘婷,女,2007-04-23,1.48,东6舍504
2213587123,董超,女,2006-11-12,1.73,东9舍201
2206408705,赵杨,男,2003-04-24,1.75,西19舍808
2211812855,刘丽丽,女,2005-05-15,1.66,西8舍810
2215880611,吴敏,男,2002-04-14,1.75,东19舍328
2217075002,李秀芳,女,2004-11-11,1.38,东10舍710
2221175813,冯博,女,2000-08-12,1.59,西15舍626
2210918618,甘敏,男,2005-11-26,1.6,西10舍126
2207589862,陈兰英,女,2002-08-31,1.65,东4舍516
2210188650,孙婷,女,2005-10-16,1.73,东3舍427
2227052817,王岩,女,2001-07-19,1.68,西21舍619
2204853321,康晶,女,1999-07-06,1.76,西2舍305
2212364404,马帅,女,2004-03-19,1.66,西11舍310
2207685627,晏欢,女,2007-05-27,1.69,东20舍528
2214991323,黄坤,男,2002-12-02,1.75,西12舍708
2225332239,王建华,男,2002-08-28,1.73,东22舍505
2211787530,张桂兰,男,2005-02-08,1.63,西1舍707
2215611341,张刚,女,2002-02-22,1.65,西10舍620
2190383823,单涛,女,2000-08-28,1.56,西15舍221
2229418460,李桂兰,男,2004-06-22,1.76,东11舍528
2203892473,陈明,男,2004-03-03,1.73,东20舍323
2215244377,黄淑兰,女,2001-07-24,1.46,西7舍823
2227360896,董欢,男,2002-01-15,1.67,东8舍617
2221842815,巫建,女,2000-11-10,1.58,西6舍625
2199387388,吴欣,女,2002-12-22,1.55,西14舍610
2216020532,林丽华,女,2005-10-25,1.65,东20舍409
2211371355,葛兵,女,1999-10-01,1.52,东20舍614
2224431257,李畅,女,2000-02-08,1.49,西2舍313
2223832694,方辉,男,1999-07-18,1.68,西21舍809
2200619063,郑婷婷,男,2004-06-10,1.76,西5舍413
2214687091,胡雷,男,2004-01-21,1.68,西3舍123
2210291814,刘淑珍,男,2004-05-16,1.77,西15舍915
2218489027,李梅,女,2003-09-08,1.76,东13舍109
2213929796,任淑英,男,2001-01-04,1.57,东13舍424
2209171866,赵坤,女,2004-05-11,1.49,东16舍807
2203302332,孟文,女,2000-03-18,1.58,东17舍505
2190980487,李玲,男,2006-01-23,1.81,东18舍502
2213166024,叶明,女,2005-03-06,1.73,东2舍502
2212125875,郑玉华,男,1999-11-01,1.66,西21舍913
2198190598,刘玉英,男,1999-10-14,1.45,东2舍620
2218639170,韩丽华,女,2004-02-21,1.72,东12舍629
2225272774,詹芳,男,2003-08-06,1.68,西11舍607
2215556760,季燕,男,2003-09-01,1.69,西17舍426
2220905989,罗倩,男,2003-06-30,1.6,东13舍607
2212456047,陈林,女,2007-02-08,1.64,西8舍516
2209555170,马秀英,女,2003-01-20,1.49,西17舍402
2220190397,秦宁,女,2002-09-03,1.44,东7舍805
2192203919,章玉英,女,2006-04-20,1.67,西1舍626
2192472265,梁雪,男,2002-03-20,1.68,东16舍725
2206046286,赵梅,女,2006-09-03,1.53,东17舍804
2190929335,黄鹏,女,1999-10-26,1.51,西15舍322
2206100804,孟想,男,2002-01-12,1.76,西11舍112
2229568729,祁佳,女,2005-08-12,1.58,西19舍914
2225064827,周洋,女,1999-07-31,1.46,西13舍502
2218075997,陈秀芳,女,1999-07-21,1.36,东2舍403
2213966953,钟秀珍,男,1999-09-09,1.75,东20舍505
2224593981,赵雷,男,1999-12-23,1.68,西10舍713
2229778788,郑晶,女,2000-05-15,1.51,西9舍521
2215089036,郑兰英,女,2004-02-17,1.57,西11舍215
2196954353,童磊,女,2003-11-04,1.51,东7舍806
2217800072,向刚,女,2000-10-29,1.53,西13舍128
2228388843,李红霞,男,2004-02-20,1.75,西3舍213
2204265265,龚亮,男,2002-01-01,1.84,西6舍315
2218451754,郭桂珍,男,2006-04-23,1.74,西20舍128
2194690795,丁丽,女,2004-08-03,1.63,东6舍924
2193709156,何杰,女,2001-01-31,1.8,西15舍513
2213988960,阎淑兰,女,2002-03-28,1.39,东3舍609
2222756655,卢平,女,2003-08-18,1.67,东18舍911
2219696865,汪帆,男,2003-03-24,1.79,东17舍517
2194807116,张涛,男,1999-08-30,1.78,西7舍923
2194813703,雷军,女,2000-01-01,1.58,西17舍205
2217257145,翁洋,女,2000-03-31,1.62,西11舍127
2190928514,李建国,女,2001-08-17,1.8,东17舍914
2220231289,吕瑞,女,2007-01-25,1.59,东10舍201
2207056182,傅建,女,2001-10-10,1.58,西19舍716
2199756654,周想,女,2005-08-08,1.42,西17舍320
2228401696,邓桂珍,男,2006-11-21,1.8,东22舍718
2201808323,李桂芳,女,2005-07-22,1.47,东2舍620
2220553769,杨建平,男,2006-12-20,1.67,东16舍304
2214041991,王坤,女,2006-02-16,1.62,东10舍713
2195092881,刘畅,女,2003-10-12,1.59,西18舍710
2203012802,卜志强,女,2000-01-15,1.42,东22舍504
2190468903,柴彬,男,2003-11-30,1.69,西17舍422
2227865373,张玉华,男,2006-12-03,1.68,东14舍105
2198112137,郑鑫,男,2000-05-16,1.76,西12舍311
2197747976,朱秀英,女,2000-08-15,1.48,西11舍830
2207311069,刘辉,女,2007-05-09,1.37,西4舍502
2206758633,尤敏,男,2000-11-07,1.6,西3舍516
2193343115,朱桂芝,女,2006-10-06,1.49,东4舍616
2221492716,史成,男,2005-11-21,1.68,西21舍626
2223795756,邓凯,男,2006-01-06,1.68,西16舍808
2198069800,曹斌,女,2005-08-17,1.64,东13舍417
2223905594,王洋,男,2002-12-20,1.64,西13舍109
2195693716,庞秀华,男,2002-12-25,1.81,西19舍422
2198810829,刘兰英,男,1999-12-07,1.45,东6舍307
2207015702,范成,女,2006-03-16,1.61,西19舍113
2200229922,张秀荣,女,2005-05-09,1.49,东17舍715
2206170270,韩梅,女,2001-07-18,1.47,东22舍707
2193417032,安凯,男,1999-11-08,1.56,东14舍419
2206410889,李华,女,2001-05-25,1.49,西13舍414
2224074702,汤彬,男,1999-06-15,1.52,西10舍505
2203692498,张华,男,2005-07-31,1.77,西11舍707
2200941997,戴桂兰,女,2004-12-07,1.68,西7舍329
2219630011,王玲,女,2002-04-03,1.67,西14舍330
2226617586,谭帆,女,2005-08-02,1.59,东21舍102
2210000477,李丽,男,2006-06-28,1.86,西19舍929
2194744090,杜雪梅,男,2004-06-11,1.78,西17舍301
2213355170,胡佳,男,2003-08-17,1.62,东17舍330
2206173327,江芳,女,2003-07-09,1.55,西10舍518
2223383769,王凤兰,女,2001-12-20,1.61,东5舍209
2199434903,莫婷,男,2003-12-30,1.6,东15舍420
2218333784,苏秀华,男,2003-10-19,1.69,西3舍316
2198751859,董淑英,女,2006-10-21,1.43,东6舍225
2217224226,黎琴,男,2002-04-23,1.61,西8舍107
2222440972,孙晨,男,2003-04-21,1.75,西8舍410
2214553655,彭丹,男,2000-11-01,1.63,西9舍821
2229103915,穆明,男,2007-04-15,1.6,东7舍818
2228856199,李丹,男,1999-11-25,1.7,东2舍618
2195412239,刘旭,男,2000-02-15,1.74,西18舍611
2210638117,梁佳,女,2004-10-28,1.32,东13舍616
2226435004,俞静,女,2002-07-21,1.54,西4舍418
2192858088,曾璐,男,2006-12-01,1.57,东4舍409
2192238541,李红梅,女,2001-04-22,1.6,西17舍212
2212190859,林燕,女,2004-12-06,1.53,东12舍406
2190008077,李红,女,2006-01-31,1.64,西6舍224
2193385571,柯琳,男,2000-11-21,1.6,西14舍629
2200974540,郭瑜,女,2000-11-13,1.51,东5舍125
2196572400,李丽娟,男,2000-06-20,1.8,西16舍926
2197895599,曾超,女,2002-07-26,1.51,东17舍621
2191764530,曲秀梅,女,2002-12-19,1.48,西17舍810
2197851918,廖瑜,男,2006-08-01,1.81,东14舍527
2210786230,陈晶,男,2007-04-08,1.62,西15舍212
2209990840,陈旭,男,2003-03-08,1.72,西7舍226
2219895018,师鑫,男,2005-12-26,1.78,东15舍802
2228580500,陈伟,女,2004-04-28,1.57,东2舍226
2207157728,何桂芳,女,2005-07-17,1.54,西13舍603
2196436896,王金凤,男,2006-04-14,1.71,西18舍623
2223582182,周淑华,女,2000-03-03,1.59,西15舍818
2211323902,严桂芳,男,2003-06-11,1.63,西16舍412
2191447028,陈桂荣,男,2000-04-02,1.58,西7舍305
2199210101,龙林,女,2001-05-28,1.64,东16舍111
2213512297,王秀珍,女,2003-10-27,1.74,西5舍823
2200984183,邵玉,女,2001-11-21,1.84,东4舍624
2193482997,吴娟,男,2005-06-04,1.64,东16舍326
2221881842,宋雪梅,男,2006-08-14,1.64,东3舍722
2229478042,傅雷,男,2000-06-06,1.76,东21舍601
2214844339,宁海燕,女,2001-02-24,1.56,西18舍522
2228887630,郭勇,女,2006-08-21,1.66,东14舍416
2194532442,高桂珍,男,2000-10-25,1.69,西20舍122
2208585865,韩秀英,男,2002-05-26,1.71,西6舍526
2211695289,韩敏,男,2007-04-03,1.79,东10舍617
2199617255,王春梅,男,2004-02-05,1.59,西19舍705
2219239228,张丽华,男,2005-09-19,1.72,西9舍904
2211696930,刘晨,男,1999-07-24,1.81,西16舍630
2199908903,王秀英,女,2000-11-08,1.5,西4舍407
2190871722,李辉,男,2004-11-03,1.72,东19舍701
2202281867,程辉,男,2006-08-20,1.76,西4舍602
2213841395,王洁,男,2007-06-01,1.65,东7舍830
2226659067,刘洁,女,2003-06-25,1.41,东4舍323
2218763339,张秀云,男,2004-06-04,1.72,东2舍219
2194034987,王帆,女,2003-08-20,1.56,西7舍516
2211206601,杨淑珍,女,2000-12-29,1.49,东7舍304
2208119698,许娟,男,2003-01-18,1.47,西16舍507
2191584266,温玉兰,女,1999-12-31,1.69,西13舍521
2192579694,覃雷,女,2006-01-26,1.48,西11舍719
2201677490,张丽华,女,2007-05-06,1.44,西16舍917
2193487040,王凤兰,女,2007-02-27,1.47,东20舍319
2191641345,张芳,男,2006-11-17,1.57,西15舍905
2223271546,张晨,男,2005-09-03,1.71,西15舍204
2228836943,赵军,男,2001-07-18,1.74,西20舍308
2228771412,李宁,女,2001-04-06,1.62,西4舍205
2197844084,许淑英,男,2001-08-31,1.68,东13舍507
2216704357,孙涛,女,2005-10-23,1.6,西15舍107
2228326617,张坤,女,2004-04-13,1.42,西1舍727
2216588324,汪小红,女,2005-03-04,1.6,西22舍313
2193101798,尹帅,女,2004-10-23,1.35,东21舍425
2210334877,林秀兰,女,2001-08-09,1.72,西20舍809
2224125153,陈建军,男,2005-04-16,1.7,西1舍907
2207591502,杜娜,男,2003-12-20,1.7,西16舍712
2212811153,刘颖,女,2000-02-02,1.56,西5舍426
2207128140,高淑华,男,2005-09-04,1.83,东6舍229
2216480669,萧桂芝,女,2007-04-16,1.52,西1舍914
2202579058,李丽娟,男,2001-05-05,1.7,西18舍821
2217811988,胡彬,女,2005-09-14,1.53,西17舍923
2223995799,巴桂兰,男,2000-01-18,1.83,东3舍825
2225015819,蔡杨,女,2006-07-11,1.76,东10舍412
2203304491,魏志强,女,2001-07-03,1.43,东2舍429
2218294578,黄鹏,女,2002-10-15,1.64,东7舍720
2213784659,郭红霞,男,2003-12-14,1.62,东3舍809
2206180416,赵建华,女,2003-09-03,1.63,东8舍101
2201986095,李倩,女,2004-01-14,1.61,东1舍916
2208940271,沈军,女,1999-08-20,1.52,东13舍127
2193019907,冯丽丽,男,2002-10-28,1.54,西1舍615
